"id","latitude","longitude","year","name","maturity","bottom_depth","surface_temperature","bottom_temperature","haul","cpue"
189983,58.34584,-167.16267,1989,"hair crab","Total male",49,6.5,3,88,76
189984,58.6655,-168.49808,1989,"hair crab","Total male",51,6.8,3.4,100,74
189985,59.006,-167.894,1989,"hair crab","Total male",40,5,4.9,94,147
189986,58.99742,-169.84308,1989,"hair crab","Total male",62,7.3,2.3,125,70
189987,59.33575,-168.56767,1989,"hair crab","Total male",38,4.8,4.1,98,158
189988,59.33067,-171.17717,1989,"hair crab","Total male",73,7.6,1.4,135,110
189989,59.66675,-169.91925,1989,"hair crab","Total male",55,7.2,2.5,127,77
189990,59.99767,-169.31467,1989,"hair crab","Total male",44,5.1,3.2,99,74
189991,60.00092,-173.3025,1989,"hair crab","Total male",77,7.5,1.8,162,80
193484,60.34017,-170.69392,1989,"hair crab","Total female",64,7,1.3,132,66
193485,60.339,-172.07584,1989,"hair crab","Total female",68,6.3,1.4,135,79
189651,56.83,-169.80992,1990,"hair crab","Total female",73,8.9,,122,78
189652,57.351,-161.53908,1990,"hair crab","Total female",55,4.1,2.9,18,74
189653,57.30975,-169.63609,1990,"hair crab","Total female",62,8.6,2.6,119,71
189654,57.36875,-170.22384,1990,"hair crab","Total female",59,8,4.9,120,585
189655,57.1715,-168.60617,1990,"hair crab","Total female",77,8.1,2.6,95,101
189656,57.15167,-169.8745,1990,"hair crab","Total female",55,8.1,,120,829
189657,57.12767,-170.4745,1990,"hair crab","Total female",48,8,4.2,121,80
189658,57.50925,-169.343,1990,"hair crab","Total female",68,7.8,,98,249
189660,59.33067,-169.23384,1990,"hair crab","Total female",37,5.8,,105,162
189661,61.0115,-172.1625,1990,"hair crab","Total female",66,8.8,-0.5,140,160
189662,55.9965,-162.81792,1990,"hair crab","Total female",77,7.2,2.7,31,359
189663,56.315,-162.80742,1990,"hair crab","Total female",79,7,2.1,30,74
189664,56.32934,-162.22675,1990,"hair crab","Total female",82,9.5,,27,75
189665,56.65642,-162.76759,1990,"hair crab","Total female",71,6.9,2.3,28,79
189666,56.67975,-162.22658,1990,"hair crab","Total female",71,6.4,,25,96
189667,56.66517,-161.53617,1990,"hair crab","Total female",86,6.3,2.7,16,73
189668,56.94067,-159.72334,1990,"hair crab","Total female",55,4.4,,9,74
189789,55.66534,-162.78517,1990,"hair crab","Total male",46,7.1,4.3,32,78
189790,55.9965,-162.81792,1990,"hair crab","Total male",77,7.2,2.7,31,287
189791,56.00017,-162.29634,1990,"hair crab","Total male",73,7.5,,28,537
189792,56.315,-162.80742,1990,"hair crab","Total male",79,7,2.1,30,74
189793,56.32934,-162.22675,1990,"hair crab","Total male",82,9.5,,27,150
189794,56.35359,-161.504,1990,"hair crab","Total male",66,6.2,,13,80
189795,56.35192,-161.02433,1990,"hair crab","Total male",57,6,,12,239
189796,56.67,-165.82142,1990,"hair crab","Total male",79,7.1,,64,69
189992,58.35859,-166.58167,1990,"hair crab","Total male",44,4.4,3.2,70,81
189993,58.66509,-166.56134,1990,"hair crab","Total male",40,4.1,3.6,71,79
189994,59.03784,-168.53517,1990,"hair crab","Total male",46,4.8,,103,77
189995,59.33067,-169.23384,1990,"hair crab","Total male",37,5.8,,105,81
190021,56.68759,-160.99592,1990,"hair crab","Total male",68,5.1,,14,76
190022,56.96467,-167.091,1990,"hair crab","Total male",75,7.6,2.5,83,72
190023,56.94067,-159.72334,1990,"hair crab","Total male",55,4.4,,9,369
190024,57.01375,-169.54717,1990,"hair crab","Total male",62,8.5,2.5,121,869
190025,56.93625,-170.14675,1990,"hair crab","Total male",77,9,3.6,122,74
190026,56.83,-169.80992,1990,"hair crab","Total male",73,8.9,,122,706
190027,57.332,-162.7765,1990,"hair crab","Total male",46,4.3,3.1,26,77
190028,57.351,-161.53908,1990,"hair crab","Total male",55,4.1,2.9,18,296
190029,57.33409,-160.26067,1990,"hair crab","Total male",59,3.6,2.9,13,76
190030,57.35675,-168.99867,1990,"hair crab","Total male",70,8,2.2,97,227
190031,57.30975,-169.63609,1990,"hair crab","Total male",62,8.6,2.6,119,4024
190032,57.36875,-170.22384,1990,"hair crab","Total male",59,8,4.9,120,1463
190033,57.15167,-169.8745,1990,"hair crab","Total male",55,8.1,,120,28874
190034,57.12767,-170.4745,1990,"hair crab","Total male",48,8,4.2,121,4175
190035,57.67659,-169.04909,1990,"hair crab","Total male",68,7.3,1.7,99,81
190036,57.50925,-169.343,1990,"hair crab","Total male",68,7.8,,98,499
190037,58.03509,-165.91059,1990,"hair crab","Total male",55,5.2,,68,72
190038,58.00334,-165.24409,1990,"hair crab","Total male",37,4.6,2.2,49,150
186901,57.6935,-160.8975,1991,"hair crab","Total male",57,5.3,3.2,25,161
186902,57.62392,-160.26958,1991,"hair crab","Total male",53,4.9,3.2,17,129
186903,57.64992,-169.01034,1991,"hair crab","Total male",68,10.2,2.7,92,422
186904,57.70075,-169.6185,1991,"hair crab","Total male",71,,,123,131
186905,57.50767,-169.35267,1991,"hair crab","Total male",68,10.7,2.5,91,74
186906,57.51109,-169.95917,1991,"hair crab","Total male",68,8.3,2.7,126,69
186907,57.99592,-167.81225,1991,"hair crab","Total male",66,8.3,2.4,80,71
186908,57.82767,-168.7415,1991,"hair crab","Total male",70,9.7,2.7,93,69
186909,57.85317,-169.36642,1991,"hair crab","Total male",68,9.8,,124,78
186910,58.33667,-166.54133,1991,"hair crab","Total male",44,5.8,3.7,66,150
186911,58.31475,-168.46708,1991,"hair crab","Total male",66,8.7,1.5,101,75
186912,58.33242,-169.10742,1991,"hair crab","Total male",66,9.5,1.5,95,105
186913,58.66958,-169.15092,1991,"hair crab","Total male",60,9.2,1.6,96,107
186914,58.99975,-167.89275,1991,"hair crab","Total male",38,8.8,4,77,85
186915,59.016,-169.19134,1991,"hair crab","Total male",51,8.7,2.5,97,293
186916,59.31442,-168.58017,1991,"hair crab","Total male",40,8.3,3.6,98,156
186917,59.64917,-168.63009,1991,"hair crab","Total male",40,8.6,,97,73
189659,56.31409,-161.69817,1991,"hair crab","Total female",62,,3.8,34,176
189672,56.77275,-171.94817,1991,"hair crab","Total female",123,9,3.5,138,44
189673,57.00333,-167.70117,1991,"hair crab","Total female",75,10.1,2.5,83,84
189674,56.97567,-161.5615,1991,"hair crab","Total female",70,5.2,3,32,66
189675,57.00575,-160.33842,1991,"hair crab","Total female",66,4.3,3.4,19,142
189676,57.00334,-159.75025,1991,"hair crab","Total female",59,5.5,3.6,9,60
189677,56.97075,-168.33967,1991,"hair crab","Total female",84,10.7,,105,154
189678,57.01833,-170.19083,1991,"hair crab","Total female",66,6.1,5.3,130,94
189679,56.85684,-169.8715,1991,"hair crab","Total female",73,10.3,3.6,115,1015
189680,57.37225,-160.9435,1991,"hair crab","Total female",59,,3.3,24,73
189681,57.37284,-160.2145,1991,"hair crab","Total female",59,4,3.5,18,157
189682,57.32258,-169.60942,1991,"hair crab","Total female",64,11,,122,84
189683,57.12708,-169.97159,1991,"hair crab","Total female",46,6.6,5.9,129,220
189684,57.10892,-170.461,1991,"hair crab","Total female",46,5.9,5.4,134,495
189685,57.67908,-161.4115,1991,"hair crab","Total female",51,3.9,3.7,30,306
189686,57.6935,-160.8975,1991,"hair crab","Total female",57,5.3,3.2,25,323
189687,57.64992,-169.01034,1991,"hair crab","Total female",68,10.2,2.7,92,70
189688,57.85317,-169.36642,1991,"hair crab","Total female",68,9.8,,124,78
189689,59.31442,-168.58017,1991,"hair crab","Total female",40,8.3,3.6,98,78
189690,60.00667,-170.62992,1991,"hair crab","Total female",64,9.2,-0.1,107,74
189996,57.00575,-160.33842,1991,"hair crab","Total male",66,4.3,3.4,19,1207
189997,57.00334,-159.75025,1991,"hair crab","Total male",59,5.5,3.6,9,120
189998,56.97075,-168.33967,1991,"hair crab","Total male",84,10.7,,105,77
189999,57.01833,-170.19083,1991,"hair crab","Total male",66,6.1,5.3,130,283
190000,56.85684,-169.8715,1991,"hair crab","Total male",73,10.3,3.6,115,1523
190001,57.37225,-160.9435,1991,"hair crab","Total male",59,,3.3,24,146
190002,57.37284,-160.2145,1991,"hair crab","Total male",59,4,3.5,18,157
190003,57.34834,-159.04709,1991,"hair crab","Total male",49,4.5,,1,77
190004,57.32534,-168.36917,1991,"hair crab","Total male",75,,2.8,104,975
190005,57.35175,-169.02075,1991,"hair crab","Total male",73,10.6,2.7,121,299
190006,57.32258,-169.60942,1991,"hair crab","Total male",64,11,,122,3008
190007,57.32459,-170.18409,1991,"hair crab","Total male",49,8.1,5.4,127,1299
190008,57.18875,-168.65142,1991,"hair crab","Total male",79,10.6,2.6,120,75
190009,57.12708,-169.97159,1991,"hair crab","Total male",46,6.6,5.9,129,1210
190010,57.10892,-170.461,1991,"hair crab","Total male",46,5.9,5.4,134,7418
190011,57.67025,-167.7985,1991,"hair crab","Total male",66,8.4,3.4,81,73
190012,57.67908,-161.4115,1991,"hair crab","Total male",51,3.9,3.7,30,535
190013,56.07659,-162.21384,1991,"hair crab","Total male",77,5.9,3.3,35,144
190014,56.33667,-165.21408,1991,"hair crab","Total male",84,6.5,2.1,50,72
190015,56.34092,-164.05609,1991,"hair crab","Total male",84,6.1,1.3,12,65
190016,56.31409,-161.69817,1991,"hair crab","Total male",62,,3.8,34,117
190017,56.28775,-160.82925,1991,"hair crab","Total male",33,5.3,5,21,73
190018,56.66717,-160.433,1991,"hair crab","Total male",62,5.3,3.4,20,211
190019,57.02992,-167.08717,1991,"hair crab","Total male",75,6.3,2.9,83,71
190020,57.00825,-162.80067,1991,"hair crab","Total male",59,5.5,2.3,3,65
186647,56.668,-166.4445,1992,"hair crab","Total male",84,7.6,-0.5,73,91
186648,56.67133,-160.36742,1992,"hair crab","Total male",60,5.8,2.4,5,305
186874,56.65808,-159.74925,1992,"hair crab","Total male",37,4.4,3.8,9,77
186875,57.00034,-165.85,1992,"hair crab","Total male",71,6.6,,52,77
186876,56.99992,-164.00792,1992,"hair crab","Total male",68,6,-0.4,45,72
186877,57.0105,-163.38492,1992,"hair crab","Total male",64,5.6,0.7,28,73
186878,56.99817,-161.56917,1992,"hair crab","Total male",66,6.5,,15,72
186879,56.97525,-159.70692,1992,"hair crab","Total male",55,5.1,2.3,8,138
186880,57.00642,-169.5495,1992,"hair crab","Total male",59,5.2,0.7,93,1463
186881,57.00359,-170.164,1992,"hair crab","Total male",66,4.9,3.9,113,543
186882,56.83533,-169.30183,1992,"hair crab","Total male",79,5.7,0.6,107,199
186883,56.83267,-169.84775,1992,"hair crab","Total male",71,5.8,2.4,94,1327
186884,57.33342,-164.00908,1992,"hair crab","Total male",60,5.7,0.8,44,77
186885,57.34083,-163.38509,1992,"hair crab","Total male",53,5.3,2.4,29,70
186886,57.31108,-159.66608,1992,"hair crab","Total male",55,,2.6,7,64
186887,57.33342,-168.36908,1992,"hair crab","Total male",73,6.6,0,90,277
186888,57.33867,-168.987,1992,"hair crab","Total male",68,7.4,0.2,104,343
186889,57.33617,-169.591,1992,"hair crab","Total male",62,6.8,0.7,91,1268
186890,57.33659,-170.21567,1992,"hair crab","Total male",53,7,4.3,115,651
186891,57.16158,-168.63225,1992,"hair crab","Total male",75,7,-0.1,79,137
186892,57.1705,-169.88959,1992,"hair crab","Total male",46,6.8,4.5,92,995
186893,57.11733,-170.46358,1992,"hair crab","Total male",48,5.7,5,114,2292
186894,57.66967,-167.134,1992,"hair crab","Total male",66,,0.6,68,79
186895,57.66925,-169.03742,1992,"hair crab","Total male",66,7.1,-0.1,102,107
186896,57.49592,-168.75325,1992,"hair crab","Total male",70,6.5,0.1,80,366
186897,57.50342,-169.36892,1992,"hair crab","Total male",70,6.8,-0.2,103,447
186898,57.49767,-170.58417,1992,"hair crab","Total male",71,6.5,1.7,116,215
186899,57.99692,-167.80175,1992,"hair crab","Total male",66,4.7,0.8,93,175
186900,58.00092,-165.25008,1992,"hair crab","Total male",48,6,3.3,59,76
186918,55.999,-168.21775,1992,"hair crab","Total male",148,7.1,0,84,65
186919,56.33567,-162.19908,1992,"hair crab","Total male",77,6.3,,18,104
186920,56.34534,-169.49334,1992,"hair crab","Total male",137,7.3,3.8,96,329
186921,59.99909,-172.61175,1992,"hair crab","Total male",66,7.2,-1.3,112,75
187144,57.99984,-169.07067,1992,"hair crab","Total male",68,7.4,0,100,80
187145,57.83325,-168.73567,1992,"hair crab","Total male",70,6.7,0.7,81,80
187146,57.83359,-169.38033,1992,"hair crab","Total male",64,6.4,-0.5,101,422
187147,58.67067,-167.21683,1992,"hair crab","Total male",42,4,3.4,65,72
189669,56.34534,-169.49334,1992,"hair crab","Total female",137,7.3,3.8,96,439
189670,56.67259,-165.21809,1992,"hair crab","Total female",75,8.1,-0.9,46,71
189671,57.00084,-167.69592,1992,"hair crab","Total female",77,6.6,0.9,88,72
189691,59.00984,-169.18625,1992,"hair crab","Total female",51,5.7,3,96,106
189692,59.00267,-174.371,1992,"hair crab","Total female",126,9,1.8,159,69
189693,59.99909,-172.61175,1992,"hair crab","Total female",66,7.2,-1.3,112,75
189880,56.83267,-169.84775,1992,"hair crab","Total female",71,5.8,2.4,94,241
189881,57.33342,-168.36908,1992,"hair crab","Total female",73,6.6,0,90,69
189882,57.33867,-168.987,1992,"hair crab","Total female",68,7.4,0.2,104,229
189883,57.11733,-170.46358,1992,"hair crab","Total female",48,5.7,5,114,199
189884,58.00059,-170.33567,1992,"hair crab","Total female",73,6.7,0.1,119,75
186922,55.66417,-162.841,1993,"hair crab","Total male",51,7.2,4.6,22,919
186923,56.01209,-162.83775,1993,"hair crab","Total male",79,9.6,2.6,23,65
186924,56.00333,-162.23775,1993,"hair crab","Total male",66,7.2,3.2,14,481
186925,58.65667,-167.86375,1993,"hair crab","Total male",44,4.5,3.9,85,138
186926,59.00559,-168.54558,1993,"hair crab","Total male",44,5.6,,87,134
186927,59.00284,-169.82834,1993,"hair crab","Total male",60,5,1.8,113,59
187097,59.33909,-167.94958,1993,"hair crab","Total male",39,4.7,4.2,87,1484
187098,59.33383,-168.56659,1993,"hair crab","Total male",40,5,,86,122
187099,56.326,-162.19975,1993,"hair crab","Total male",71,7.2,2.8,15,243
187100,56.35067,-161.59642,1993,"hair crab","Total male",64,7.9,3.6,21,119
187101,56.43442,-169.51042,1993,"hair crab","Total male",102,6,3.9,109,77
187102,56.67025,-161.56467,1993,"hair crab","Total male",88,8.2,3.1,20,148
187103,56.6645,-160.97783,1993,"hair crab","Total male",68,5.6,3.8,12,64
187104,56.6715,-160.3725,1993,"hair crab","Total male",59,5.2,4,8,525
187105,56.67625,-169.50142,1993,"hair crab","Total male",77,6.1,,101,1390
187106,57.0095,-165.85183,1993,"hair crab","Total male",68,5,2.5,60,62
187107,56.9925,-162.7885,1993,"hair crab","Total male",60,7.5,3.4,26,150
187108,57.00733,-162.159,1993,"hair crab","Total male",59,6.7,3.8,17,57
187109,56.99075,-161.55775,1993,"hair crab","Total male",68,7.8,3.2,19,70
187110,56.99858,-160.95809,1993,"hair crab","Total male",60,6.1,3.7,11,61
187111,57.01175,-159.71333,1993,"hair crab","Total male",55,3.6,4.1,2,557
187112,57,-169.54542,1993,"hair crab","Total male",59,5.6,,103,463
187113,56.99858,-170.17775,1993,"hair crab","Total male",66,6.1,4.8,113,970
187114,56.829,-169.89992,1993,"hair crab","Total male",71,6.1,,102,5801
187115,57.35392,-167.74409,1993,"hair crab","Total male",71,8,2.9,81,78
187116,57.34742,-167.11509,1993,"hair crab","Total male",68,7.2,2.8,74,63
187117,57.34284,-165.233,1993,"hair crab","Total male",66,5,1.7,52,62
187118,57.344,-163.38109,1993,"hair crab","Total male",51,6.1,3.9,28,124
187119,57.32309,-161.54134,1993,"hair crab","Total male",55,6.4,3.9,18,65
187120,57.3215,-160.93434,1993,"hair crab","Total male",60,3.9,3.6,10,66
187121,57.33083,-168.36684,1993,"hair crab","Total male",71,6.7,3,94,192
187122,57.34275,-168.98392,1993,"hair crab","Total male",70,7.1,3,102,1898
187123,57.32775,-169.59867,1993,"hair crab","Total male",60,5.6,,104,196
187124,57.33325,-170.21517,1993,"hair crab","Total male",53,7.3,4.5,118,2475
187125,57.15942,-168.63167,1993,"hair crab","Total male",73,6.1,3,95,393
187126,57.17,-169.314,1993,"hair crab","Total male",71,6.9,3.1,103,69
187127,57.12025,-170.469,1993,"hair crab","Total male",49,6.1,5.2,114,3314
187128,57.66909,-167.77367,1993,"hair crab","Total male",68,8,3.2,82,68
187129,57.66408,-164.62117,1993,"hair crab","Total male",51,4.4,,46,64
187130,57.65325,-161.48692,1993,"hair crab","Total male",53,5.2,4.1,17,70
187131,57.6715,-160.87775,1993,"hair crab","Total male",53,4.4,3.5,9,409
187132,57.67334,-160.26483,1993,"hair crab","Total male",53,5.2,3.4,11,159
187133,57.65675,-169.03167,1993,"hair crab","Total male",66,7.1,3,100,569
187134,57.67192,-169.652,1993,"hair crab","Total male",68,6.9,2.8,106,81
187135,57.67117,-170.24825,1993,"hair crab","Total male",71,7.1,2.4,108,61
187136,57.494,-168.74959,1993,"hair crab","Total male",68,6.4,2.9,93,184
187137,57.51383,-169.38234,1993,"hair crab","Total male",70,7.1,2.5,101,171
187138,58.0095,-169.69717,1993,"hair crab","Total male",68,5.6,2,110,63
187139,57.82925,-168.7305,1993,"hair crab","Total male",68,6.1,3,91,134
187140,57.82634,-169.35559,1993,"hair crab","Total male",64,6.4,2.8,99,632
187141,57.83567,-169.97967,1993,"hair crab","Total male",71,6.3,2.2,107,64
187142,58.331,-166.549,1993,"hair crab","Total male",46,4.2,3.1,63,68
187143,58.33292,-168.46892,1993,"hair crab","Total male",64,,1.7,89,70
187334,59.34417,-169.88383,1993,"hair crab","Total male",59,5.7,2,114,63
187335,59.32684,-170.54134,1993,"hair crab","Total male",66,6.8,1.3,124,105
187336,59.66909,-168.61359,1993,"hair crab","Total male",37,5,4.6,85,62
187337,59.67508,-169.269,1993,"hair crab","Total male",46,5.7,3.3,93,150
189694,57.33083,-168.36684,1993,"hair crab","Total female",71,6.7,3,94,64
189695,57.34275,-168.98392,1993,"hair crab","Total female",70,7.1,3,102,438
189696,57.12025,-170.469,1993,"hair crab","Total female",49,6.1,5.2,114,552
189697,57.66909,-167.77367,1993,"hair crab","Total female",68,8,3.2,82,68
189698,57.65325,-161.48692,1993,"hair crab","Total female",53,5.2,4.1,17,70
189699,57.67334,-160.26483,1993,"hair crab","Total female",53,5.2,3.4,11,79
189870,57.65675,-169.03167,1993,"hair crab","Total female",66,7.1,3,100,126
189871,57.67192,-169.652,1993,"hair crab","Total female",68,6.9,2.8,106,81
189872,57.494,-168.74959,1993,"hair crab","Total female",68,6.4,2.9,93,92
189873,56.00333,-162.23775,1993,"hair crab","Total female",66,7.2,3.2,14,241
189874,56.326,-162.19975,1993,"hair crab","Total female",71,7.2,2.8,15,61
189875,56.35067,-161.59642,1993,"hair crab","Total female",64,7.9,3.6,21,119
189876,56.43442,-169.51042,1993,"hair crab","Total female",102,6,3.9,109,230
189877,56.34759,-170.05617,1993,"hair crab","Total female",108,7.2,3.8,110,57
189878,56.99775,-168.94125,1993,"hair crab","Total female",77,7.1,2.8,104,62
189879,56.99858,-170.17775,1993,"hair crab","Total female",66,6.1,4.8,113,224
189891,59.00559,-168.54558,1993,"hair crab","Total female",44,5.6,,87,134
189892,59.33909,-167.94958,1993,"hair crab","Total female",39,4.7,4.2,87,1130
189893,59.33383,-168.56659,1993,"hair crab","Total female",40,5,,86,61
189894,60.00583,-172.62409,1993,"hair crab","Total female",64,6.7,,153,89
187148,58.00017,-168.43359,1994,"hair crab","Total male",68,5.6,-0.5,81,154
187149,57.82633,-169.3535,1994,"hair crab","Total male",66,5.6,,102,76
187150,57.82975,-169.98009,1994,"hair crab","Total male",71,5.9,-1.4,119,139
187151,58.33384,-167.84025,1994,"hair crab","Total male",59,5.1,-0.7,83,80
187152,58.34225,-167.19534,1994,"hair crab","Total male",49,3.2,,83,71
187322,58.66684,-168.47683,1994,"hair crab","Total male",51,4,0.2,85,76
187323,58.66359,-169.15283,1994,"hair crab","Total male",60,5.5,-1.2,100,76
187324,59.00008,-167.88833,1994,"hair crab","Total male",40,3.3,2.3,87,150
187325,58.99984,-168.53033,1994,"hair crab","Total male",44,2.9,2,86,156
187326,59.00292,-169.16334,1994,"hair crab","Total male",51,5.4,0.3,99,77
187327,58.99159,-169.82767,1994,"hair crab","Total male",62,5.3,,98,148
187328,59.32867,-167.91592,1994,"hair crab","Total male",37,3.4,2.5,88,83
187329,59.33642,-168.54742,1994,"hair crab","Total male",38,4.1,1.9,89,1981
187330,59.34184,-169.22859,1994,"hair crab","Total male",48,4.6,0.5,98,327
187331,59.66184,-167.97725,1994,"hair crab","Total male",33,3.7,2.8,91,243
187332,59.64884,-168.6115,1994,"hair crab","Total male",37,4.9,0.3,90,2667
187333,59.67742,-169.26325,1994,"hair crab","Total male",46,5,0.7,97,161
187338,56.007,-162.25117,1994,"hair crab","Total male",66,4.7,3.6,13,65
187339,56.32459,-162.22242,1994,"hair crab","Total male",77,5.4,2.8,14,150
187340,56.34192,-169.42334,1994,"hair crab","Total male",141,7,,110,66
187341,56.665,-160.96542,1994,"hair crab","Total male",71,3.5,2.6,12,211
187342,56.6505,-160.37284,1994,"hair crab","Total male",57,4.1,2.9,13,157
187343,56.67917,-169.55117,1994,"hair crab","Total male",79,5,,109,1305
187344,57.00208,-167.70475,1994,"hair crab","Total male",75,4.7,1.8,74,77
187345,56.99167,-162.17233,1994,"hair crab","Total male",60,5,2.4,16,150
187346,57.00842,-161.56925,1994,"hair crab","Total male",66,1.8,1.7,17,77
187347,56.98067,-160.34625,1994,"hair crab","Total male",59,2.8,2.3,12,153
187348,56.99917,-159.69909,1994,"hair crab","Total male",53,3,3,2,149
187349,57.00242,-168.36159,1994,"hair crab","Total male",79,5.7,2.8,75,83
187350,56.98075,-169.56759,1994,"hair crab","Total male",59,4.6,,107,1235
187351,57.00683,-170.15375,1994,"hair crab","Total male",68,6.1,1.8,114,4479
187352,56.83075,-169.308,1994,"hair crab","Total male",79,6.1,,108,74
187353,56.82808,-169.86792,1994,"hair crab","Total male",73,5,3.5,113,687
187354,57.34884,-163.41142,1994,"hair crab","Total male",51,4.1,1.7,26,84
187355,57.34884,-161.53184,1994,"hair crab","Total male",55,2.9,1.8,18,153
187356,57.31167,-160.31792,1994,"hair crab","Total male",59,2.8,2.5,11,72
187357,57.3255,-168.36725,1994,"hair crab","Total male",71,5,1.4,74,74
187358,57.326,-168.97609,1994,"hair crab","Total male",68,6.3,2.2,106,2507
187359,57.31867,-169.61225,1994,"hair crab","Total male",60,3.2,,105,1517
187360,57.32,-170.20892,1994,"hair crab","Total male",49,4.2,2.5,116,2789
187361,57.1645,-169.88942,1994,"hair crab","Total male",48,4.8,2.3,115,920
187362,57.11917,-170.46734,1994,"hair crab","Total male",49,4.5,,115,2859
187363,57.6665,-165.24692,1994,"hair crab","Total male",59,3.7,-0.1,55,72
187364,57.65367,-164.61692,1994,"hair crab","Total male",53,4.9,1.1,42,81
187365,57.66525,-160.89192,1994,"hair crab","Total male",53,3.2,3,9,268
187366,57.65934,-168.39792,1994,"hair crab","Total male",68,5.4,1.4,73,140
187367,57.6685,-169.02184,1994,"hair crab","Total male",68,6.1,-1,104,516
187368,57.66167,-169.65492,1994,"hair crab","Total male",70,6.4,,103,224
187369,57.65817,-170.26425,1994,"hair crab","Total male",71,5.7,1.1,118,101
187370,57.48942,-168.75417,1994,"hair crab","Total male",70,5.9,-0.2,105,318
187371,57.49367,-169.36875,1994,"hair crab","Total male",70,5.9,,104,765
187372,57.492,-169.98442,1994,"hair crab","Total male",64,5.3,0.9,117,1245
187373,57.97875,-165.88175,1994,"hair crab","Total male",55,2.3,0.6,53,73
188459,60.00025,-168.62608,1994,"hair crab","Total male",37,4.9,-0.5,93,87
188460,60.32275,-168.68625,1994,"hair crab","Total male",33,2.8,1,94,170
188461,60.329,-169.33417,1994,"hair crab","Total male",40,5.2,-1.3,95,79
188462,60.66334,-172.09559,1994,"hair crab","Total male",60,7.2,-1.4,169,77
188463,60.67133,-172.76433,1994,"hair crab","Total male",42,4.8,,159,158
189885,57.326,-168.97609,1994,"hair crab","Total female",68,6.3,2.2,106,86
189886,57.11917,-170.46734,1994,"hair crab","Total female",49,4.5,,115,79
189887,57.65934,-168.39792,1994,"hair crab","Total female",68,5.4,1.4,73,70
189888,57.6685,-169.02184,1994,"hair crab","Total female",68,6.1,-1,104,74
189889,57.66167,-169.65492,1994,"hair crab","Total female",70,6.4,,103,150
189890,57.82975,-169.98009,1994,"hair crab","Total female",71,5.9,-1.4,119,139
189895,56.66575,-167.66142,1994,"hair crab","Total female",102,5.7,3.2,75,76
189896,60.329,-169.33417,1994,"hair crab","Total female",40,5.2,-1.3,95,79
189897,60.30467,-170.0405,1994,"hair crab","Total female",51,5,,94,74
189911,58.32792,-169.11533,1994,"hair crab","Total female",66,5.9,-1.1,101,78
189912,58.66684,-168.47683,1994,"hair crab","Total female",51,4,0.2,85,76
189913,58.66359,-169.15283,1994,"hair crab","Total female",60,5.5,-1.2,100,76
189914,58.65317,-169.79358,1994,"hair crab","Total female",66,5.9,,99,71
189915,59.00292,-169.16334,1994,"hair crab","Total female",51,5.4,0.3,99,77
189916,58.99159,-169.82767,1994,"hair crab","Total female",62,5.3,,98,74
189917,59.33642,-168.54742,1994,"hair crab","Total female",38,4.1,1.9,89,826
189918,59.34184,-169.22859,1994,"hair crab","Total female",48,4.6,0.5,98,82
189919,59.33733,-170.53617,1994,"hair crab","Total female",66,5.7,-1.7,124,68
189920,59.64884,-168.6115,1994,"hair crab","Total female",37,4.9,0.3,90,1231
186649,56.99754,-167.70477,1995,"hair crab","Total male",75,4.7,0.3,82,134
186650,57.00428,-166.46655,1995,"hair crab","Total male",71,5,,67,71
186651,56.98662,-169.57598,1995,"hair crab","Total male",59,6.8,0.9,104,1610
186652,56.9899,-170.17716,1995,"hair crab","Total male",71,7.8,2.6,117,1191
186653,56.82825,-168.61234,1995,"hair crab","Total male",97,6.4,0.6,98,70
186654,56.83054,-169.87611,1995,"hair crab","Total male",71,6.5,2.8,103,1969
186655,57.32956,-167.70287,1995,"hair crab","Total male",71,4,0.3,81,69
186656,57.32389,-162.77518,1995,"hair crab","Total male",46,3.9,1.4,23,71
186657,57.322,-162.1716,1995,"hair crab","Total male",49,5,1.4,21,78
186658,57.335,-161.53885,1995,"hair crab","Total male",53,4.8,2.3,15,80
186659,57.32667,-160.3065,1995,"hair crab","Total male",60,3.8,2.4,8,71
186660,57.33325,-168.38277,1995,"hair crab","Total male",73,5,0.3,95,214
186661,57.32671,-168.98041,1995,"hair crab","Total male",70,5.1,0.3,107,5520
186662,57.33913,-169.63119,1995,"hair crab","Total male",60,5,0.5,106,1197
186663,57.35747,-170.223,1995,"hair crab","Total male",59,4.5,3.2,123,355
186664,57.15283,-169.88549,1995,"hair crab","Total male",48,4.8,2.7,105,2378
186665,57.10615,-170.46429,1995,"hair crab","Total male",44,4.6,2.9,122,8638
186666,57.66821,-164.02699,1995,"hair crab","Total male",49,3.7,0.8,39,72
186667,59.83909,-172.24115,1995,"hair crab","Total male",73,7.2,-1.4,143,68
186668,60.33361,-169.33429,1995,"hair crab","Total male",40,3.2,1.4,95,77
186669,60.16009,-173.027,1995,"hair crab","Total male",59,7,,162,147
186670,60.68054,-172.11985,1995,"hair crab","Total male",59,6.5,-1.3,135,172
186671,60.67221,-172.78002,1995,"hair crab","Total male",42,6.7,,146,74
186672,57.65528,-168.41801,1995,"hair crab","Total male",70,5.1,,93,289
186673,57.6724,-169.079,1995,"hair crab","Total male",66,4.7,0.1,105,148
186674,57.6872,-169.65214,1995,"hair crab","Total male",70,5.4,0.3,108,382
186675,57.64775,-170.28948,1995,"hair crab","Total male",71,6.2,1.2,125,197
